year;id;square;cadrant;x;y;z;code;det_mat_col;burnt;length;group_fab;bearing;plunge;us_field;article_corpus;nature;ACC;refit;raw_material;surface_state;surface_state_class;Macro tapho;Micro tapho;Cortex;% cortex;Loca cortex;Techno;Infos_support;fragment;technique;talon;remarques talon;Nuc. sur éc.;Conception;modalité;Typo simple;Typo;Loca. ret.;Accident;_ 2cm;remarques;long;larg;ép;Courbure;obj;couche;couch correl EJF_16_ EJO inf _172_200;Decapage;No faune;Id;Lettre seule;refit;8B;Type;Type HR;species;Bonne.Species_sans_indet_;Sp_nisp.avant.remont_;SPE.OL;Bodypart;Bodypart_Pre_refit_;Bodypart_segments;BodyPR_DS__sans_indet_;BodyPR_DS;Bodypart__4_seg;Portion;Segment;NDE;BUR;Landmark;diam antero_post;circ. SUR cercle pierr;circ. au_dessus pierrure;Type bois;Side;AGE;haut metaconide;haut protoBUC;Wear;Int_surf;Length;Width;Sh_circ;Sh_length;Surf_State;OverallSS;SURF OBSERV;Traces;Gnaw;Extent;FracType;Frac_shA;Frac_shB;EdgeS;Dist;Ret:#Zo;Ret:Comp;PN_type;GouttiereRUL;Sill_MC;MTARSE;glued;Region;Comments;DESSIN _APRES LIGNE358_EJOP SUP H8_IaIV_;NON ETUDIE;0;LIG2_9;BANDE.B_J;Fouille;Long bois;Long ribs;code;ZOOM
2018;4164;K5;IVd;-11.078;5.926;-2.018;SILEX;;;2,1;NA;;;18;us18;NA;INDET;;Santonien;Patiné;1;;;;0;;Eclat non cortical;;Siret;Directe dur;Lisse abrasé;;;;;;;;Siret;;prox de lame possible;19;21;4;Rectiligne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4165;K5;IVd;-11.029;5.891;-2.023;OXYDE;;;2,9;NA;;;18;us18;NA;NA;;Oxyde de fer;Roulé;3;;;Roulé;100;Périphérique;Naturel - Géofact;Bloc brut;Entier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4166;K5;IIIa;-11.568;5.593;-2.012;OXYDE;;;2,4;NA;;;18;us18;NA;NA;;Calcaire;Roulé;3;;;Roulé;100;Périphérique;Naturel - Géofact;Bloc brut;Entier;;;;;;;;;;;;probablement calcaire/silex teinté d'oxyde de fer et pas vraiment un oxyde de fer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4167;K5;IIIa;-11.66;5.738;-2.014;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Santonien;Patiné;1;;;;0;;Eclat non cortical;;;Directe dur;Lisse;;;;;;;;;;;22;14;4;Rectiligne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4168;K5;IIIb;-11.893;5.7;-2.016;FAUNE;;;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18b;9.EJOP;NO. 4168;4168;4168;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;21464;;;nouvelle;;;OS;
2018;4173;K5;IIId;-11.748;5.794;-2.022;SILEX;;;2,4;NA;;;18;us18;NA;INDET;;;;0;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4177;K5;IIId;-11.733;5.92;-2.02;FAUNE;;;3,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18b;9.EJOP;NO. 4177;4177;4177;;;;;;;;;;;;;;;;;;;;PIECE PERDUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21466;;;nouvelle;;;OS;
2018;4178;K5;IIId;-11.62;5.766;-2.015;FAUNE;;;5,5;2;56;16;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18b;9.EJOP;NO. 4178;4178;4178;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;MTP BB?;;;;;;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;21467;;;nouvelle;;;OS;
2018;4179;K5;IIId;-11.702;5.805;-2.024;SILEX;;;3;NA;;;18;us18;NA;INDET;;;;0;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4180;K5;IVd;-11.113;5.843;-2.019;FAUNE;;;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18b;9.EJOP;NO. 4180;4180;4180;;;;OS;;MAM;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;21468;;;nouvelle;;;OS;
2018;4181;K5;Ia;-11.162;5.208;-2.017;FAUNE;;;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4181;4181;4181;;;;ANT?;;MAM;;;;ANT?;;;;;;FR;;;;ANT?;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;21469;;;nouvelle;;;BOIS;
2018;4182;K5;Ib;-11.332;5.025;-2.02;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;75100;;Eclat cortical;>50%;Fragment;;;;;indéterminé;;;;;;> à 2 cm;;18,8;18,8;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4183;K5;IIa ;-11.532;5.117;-2.015;SILEX;;;3,1;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;< à 2 cm;;12,9;28,1;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4184;K5;IIa ;-11.554;5.094;-2.016;FAUNE;;oui;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4184;4184;4184;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;21470;;;nouvelle;;;OS BRULE;
2018;4185;K5;IIa ;-11.605;5.18;-2.013;GEOFACT;;;2;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);0;;;;;;Naturel - Géofact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4186;K5;IIa ;-11.704;5.176;-2.016;FAUNE;;;2,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4186;4186;4186;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;21471;;;nouvelle;;;OS;
2018;4187;K5;IIc ;-11.778;5.364;-2.015;FAUNE;;;3,6;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4187;4187;4187;;;;ANT;;RANG;;;;1.ANT;;;;;;FR;;;;MALE;;;;;;;;;;;36;;1;1;;NAP;0;;;;;NAP;NAP;;;;;;;;;;;;;;21472;;;nouvelle;S;;OS;
2018;4188;K5;IIc ;-11.786;5.329;-2.013;SILEX;;;2,4;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;5075;;Eclat cortical;>50%;Fragment;;lisse ;;;indéterminé;;;;;;> à 2 cm;;21,4;18,5;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4189;K5;IIc ;-11.804;5.306;-2.017;SILEX;;;3;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;25;;Eclat cortical;<50%;;;lisse ;;;indéterminé;;;;;;> à 2 cm;;27,4;19,1;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4190;K5;IIc ;-11.986;5.281;-2.004;FAUNE;;;4,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4190;4190;4190;;;;OS;;UNG3/4;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;21473;;;nouvelle;;;OS;
2018;4191;K5;IIc ;-11.916;5.351;-2.017;AUTRE ROCHE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4192;K5;IIc ;-11.845;5.429;-2.02;SILEX;;;2,5;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;25;;Eclat cortical;<50%;Fragment;;dièdre;;;indéterminé;;;;;;< à 2 cm;;23;14,6;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4193;K5;IIc ;-11.846;5.41;-2.02;SILEX;;;3,9;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;Fragment;;Punctiforme;;;indéterminé;;;;;;> à 2 cm;;38,5;13,7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4194;K5;IIc ;-11.849;5.445;-2.018;FAUNE;;;2,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4194;4194;4194;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;21474;;;nouvelle;;;OS;
2018;4195;K5;IIc ;-11.762;5.492;-2.008;FAUNE;;;1,8;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4195;4195;4195;;;;OS;;OISEAU;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;21475;;;nouvelle;;;OS;
2018;4196;J5;IIa ;-10.547;5.017;-2.008;SILEX;;;2,8;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;25;;Eclat débordant l.s;;;;lisse ;;;indéterminé;;;;;;> à 2 cm;;14;27,7;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4197;J5;IIa ;-10.652;5.048;-2.008;SILEX;;;4;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;5075;;Eclat cortical;>50%;Fragment;;lisse ;;;indéterminé;;;;;;> à 2 cm;;25,4;39,3;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4198;J5;IIa ;-10.678;5.052;-2.004;FAUNE;;;2,6;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4198;4198;4198;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;21476;;;nouvelle;;;OS;
2018;4199;J5;IIa ;-10.543;5.145;-2.02;FAUNE;;;2,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4199;4199;4199;;;;OS;;MAM;;;;RIB?;;;;;;FR;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;21477;;;nouvelle;;;OS;
2018;4200;J5;IIa ;-10.532;5.16;-2.02;FAUNE;;;8,2;1;83;5;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4200;4200;4200;;;;OS;;CAB;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;82;;3;1;;REL;100;;;;;NAP;NAP;;;;;;;;;;;;;;21478;;;nouvelle;;S;OS;
2018;4201;J5;IIa ;-10.739;5.2;-2.013;FAUNE;;oui;2,4;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4201;4201;4201;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;21479;;;nouvelle;;;OS BRULE;
2018;4202;J5;IIa ;-10.746;5.029;-2.01;FAUNE;;oui;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4202;4202;4202;;;;OS;;MAM;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;21480;;;nouvelle;;;OS BRULE;
2018;4203;J5;IIb ;-10.815;5.059;-2.002;FAUNE;;;3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4203;4203;4203;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;21481;;;nouvelle;;;OS;
2018;4204;J5;IIb ;-10.915;5.025;-2.019;SILEX;;;2,4;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;25;;Eclat cortical;<50%;Fragment;;ôté / cassé;;;indéterminé;;;;;;> à 2 cm;;23,4;17,7;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4205;J5;IIb ;-10.932;5.123;-2.007;SILEX;;;3,9;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;lisse ;;;indéterminé;;;;;;> à 2 cm;;37,5;21,8;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4206;J5;IIb ;-10.909;5.18;-2.007;FAUNE;;;3,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4206;4206;4206;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;2 FRAGMENTS INDEPENDANTS;;;;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;21482;;;nouvelle;;;OS;
2018;4207;J5;IIc ;-10.959;5.28;-2.002;GEOFACT;;;3,5;NA;;;18;us18;NA;INDET;;Santonien;frais;0;;;;;;Naturel - Géofact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4208;J5;IIc ;-10.818;5.485;-2.021;GEOFACT;;;3,5;NA;;;18;us18;NA;INDET;;Santonien;frais;0;;;;;;Naturel - Géofact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4209;J5;IIc ;-10.889;5.444;-2.012;FAUNE;;oui;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4209;4209;4209;;;;OS;;MAM;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;21483;;;nouvelle;;;OS BRULE;
2018;4210;J5;IIc ;-10.811;5.28;-2.008;FAUNE;;oui;2,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4210;4210;4210;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;21484;;;nouvelle;;;OS BRULE;
2018;4211;J5;IId ;-10.562;5.488;-2.027;FAUNE;;;4,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4211;4211;4211;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;TRACE DE ROGNAGE?;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;21485;;;nouvelle;;;OS;
2018;4212;J5;IId ;-10.587;5.365;-2.023;FAUNE;;;5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4212;4212;4212;;;;OS;;MAM;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;21486;;;nouvelle;;S;OS;
2018;4213;J5;IId ;-10.645;5.318;-2.027;FAUNE;;oui;2,8;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4213;4213;4213;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;21487;;;nouvelle;;;OS BRULE;
2018;4214;J5;IId ;-10.652;5.27;-2.019;FAUNE;;oui;1,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4214;4214;4214;;;;OS;;MAM;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;21488;;;nouvelle;;;OS BRULE;
2018;4215;J5;IId ;-10.688;5.256;-2.019;MAT COL;indet;;1;NA;;;18;us18;col_mat;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4216;J5;IId ;-10.717;5.262;-2.02;FAUNE;;;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4216;4216;4216;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;21489;;;nouvelle;;;OS;
2018;4217;J5;IIa ;-10.746;5.188;-2.019;FAUNE;;oui;1,8;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4217;4217;4217;;;;OS;;MAM;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;21490;;;nouvelle;;;OS BRULE;
2018;4218;J5;IIb ;-10.835;5.066;-2.011;FAUNE;;;3,3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4218;4218;4218;;;;OS;;MAM;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;21491;;;nouvelle;;;OS;
2018;4219;J4;IVb ;-10.129;4.8475;-2.027;FAUNE;;;13;1;85;6;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4219a;4219;4219;a;;;OS;;CAB;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;128;;3;1;;SOM;100;;;;;NAP;NAP;;;;;;;;;;;;;;21492;;;nouvelle;;L;OS;
2018;4220;J4;IVb ;-10.395;4.56;-2.016;FAUNE;;;2,4;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4220.1;4220,1;4220;;;;TTH;;MTH;;;;TTH;;;;;;CRN;FR;;;;;;;;;;;;;;20;;;;;NAP;0;;;;;NAP;NAP;;;;;;;;;;;;;;21494;;;nouvelle;;;OS;
2018;4221;J4;IVb ;-10.363;4.567;-2.023;SILEX;;;3;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;;Directe dur;ôté / cassé;;;indéterminé;;;;;rebroussé;> à 2 cm;;27,2;27;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4222;J4;IVb ;-10.424;4.563;-2.02;SILEX;;;2,6;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Siret;;ôté / cassé;;;indéterminé;;;;;Siret;> à 2 cm;;24,7;10,8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4223;J4;IVb ;-10.407;4.628;-2.026;SILEX;;;2,6;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;> à 2 cm;;25,4;12,4;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4224;J4;IVb ;-10.461;4.536;-2.011;FAUNE;;;2,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4224;4224;4224;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;21496;;;nouvelle;;;OS;
2018;4225;J4;IVb ;-10.408;4.616;-2.024;FAUNE;;;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4225;4225;4225;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;21497;;;nouvelle;;;OS;
2018;4226;J4;IVb ;-10.384;4.6;-2.027;FAUNE;;oui;2,8;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4226;4226;4226;;;;OS;;UNG3/5;;;;LBN?;;;;;;FR;;;BL;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;21498;;;nouvelle;;;OS BRULE;
2018;4227;J4;IVb ;-10.372;4.62;-2.03;MAT COL;indet;;1;NA;;;18;us18;col_mat;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4228;J4;IIIa;-10.518;4.547;-2.005;SILEX;;;2,1;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;25;;Eclat cortical;<50%;Fragment;Directe dur;lisse ;;;indéterminé;;;;;;> à 2 cm;;15,6;14,8;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4229;J4;IIIa;-10.603;4.653;-2.009;FAUNE;;;4,6;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4229;4229;4229;;;;OS;;BB;;;;CRA;;;;;;PET;CO;;;;;;;;L;;;;;;43;;;;;NAP;0;;;;;NAP;NAP;;;;;;;;;;;;;;21499;;;nouvelle;;;OS;
2018;4230;J4;IIIa;-10.621;4.584;-2.012;FAUNE;;;3,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4230;4230;4230;;;;OS;;UNG3/4;;;;NID;;;;;;FR;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;21500;;;nouvelle;;;OS;
2018;4231;J4;IIIa;-10.64;4.614;-2.007;SILEX;;;2,2;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;5075;;Eclat cortical;>50%;Fragment;Directe dur;lisse ;;;indéterminé;;;;;;> à 2 cm;;14,3;18;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4232;J4;IIIa;-10.674;4.632;-2.016;SILEX;;;2,1;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;dièdre;;;indéterminé;;;;;;< à 2 cm;;18,5;17,4;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4233;J4;IIIa;-10.727;4.697;-2.002;SILEX;;;3,3;NA;;;18;us18;NA;INDET;;Santonien;lustré/concassé;3;;;;0;;Eclat non cortical;;Fragment;;Punctiforme;;;indéterminé;;;;;;> à 2 cm;;26,4;22,5;8,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4234;J4;IIIa;-10.651;4.538;-2.001;FAUNE;;;2,4;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4234;4234;4234;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;21501;;;nouvelle;;;OS;
2018;4235;J4;IIIa;-10.657;4.547;-1.995;OXYDE;;;1,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4236;J4;IIIa;-10.621;4.53;-2.016;FAUNE;;;2,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4236;4236;4236;;;;OS;;UNG3/4;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;21502;;;nouvelle;;S;OS;
2018;4237;J4;IIIc;-10.836;4.765;-2.008;SILEX;;;3;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat centré;;;Directe dur;facetté;;;Levallois ?;;;;;;> à 2 cm;;26,7;17,2;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;4238;J4;IIIc;-10.797;4.867;-2.018;SILEX;;;3,6;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;< à 2 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
